"state","fdid","fd_name","year","month","prop_use","property","casualties","tod","area_orig","room","fire_sprd","city","state_id","zip5","sup_fac","wkt"
"PA","24007","Horton Township Fire Departmen","2016","5","881","Parking garage, (detached residential garage)","No","4","83","Engine area, running gear, wheel area","5","Portland Mills","PA","15853",", , ","SRID=4326;POINT(-78.7059933663 41.3608587212541)"
"OR","0569","EUGENE SPRINGFIELD FIRE","2016","10","579","Motor vehicle or boat sales, services, repair","No","20","27","Office","2","Eugene","OR","97401","NNN, , ","SRID=4326;POINT(-123.078749110283 44.0595716304275)"
"PA","02262","Shaler Villa Volunteer Fire Co","2016","7","579","Motor vehicle or boat sales, services, repair","No","22","15","Sales area, showroom (exclude display window)","4","Glenshaw","PA","15116",", , ","SRID=4326;POINT(-79.9528195681677 40.5149376565487)"
"SC","42242","Poplar Springs FD","2016","3","449","Hotel/motel, commercial","No","18","35","Computer room, control room or center","2","Duncan","SC","29334",", , ","SRID=4326;POINT(-82.1048377198841 34.9129431854807)"
"SC","40104","COLUMBIA FIRE DEPT","2016","1","419","1 or 2 family dwelling","No","22","14","Common room, den, family room, living room, lounge","2","Columbia","SC","29209",", , ","SRID=4326;POINT(-80.9528941217655 33.9791094094728)"
"PA","38041","Fredericksburg Fire Company","2016","3","215","High school/junior high school/middle school","No","13","13","Assembly area - less than 100 persons","1","Bethel Twp","PA","17026",", , ","SRID=4326;POINT(-76.4451341775994 40.4350100158007)"
"TX","AV612","Temple FD","2016","2","599","Business office","Yes","7","41","Storage room, area, tank, or bin","2","Temple","TX","76501","411, , ","SRID=4326;POINT(-97.3412148975488 31.1019940236064)"
"TN","20131","Decatur County FD Sta 1","2016","2","419","1 or 2 family dwelling","No","21","93","Courtyard, patio, porch, terrace","2","Parsons","TN","38363","100, , ","SRID=4326;POINT(-88.0996963116347 35.6289876613526)"
"TN","20131","Decatur County FD Sta 1","2016","9","579","Motor vehicle or boat sales, services, repair","No","23","41","Storage room, area, tank, or bin","1","Parsons","TN","38363",", , ","SRID=4326;POINT(-88.126694934323 35.6488041596853)"
"TX","AV612","Temple FD","2016","10","331","Hospital - medical or psychiatric","No","8","33","Treatment - first aid area, surgery area","2","Temple","TX","76504",", , ","SRID=4326;POINT(-97.3753742919893 31.0747658201875)"
"TX","CN713","Plano FD","2016","9","419","1 or 2 family dwelling","No","21","21","Bedroom - < 5 persons; included are jail or prison","3","Plano","TX","75075",", , ","SRID=4326;POINT(-96.7212296705121 33.0130346386387)"
"TX","PX303","Horseshoe Bay FD City of","2016","9","419","1 or 2 family dwelling","No","11","47","Vehicle storage area; garage, carport","2","Horseshoe Bay","TX","78657",", , ","SRID=4326;POINT(-98.364726626332 30.5483445830371)"
"TX","DH603","Carrollton FD","2016","6","429","Multifamily dwellings","No","8","14","Common room, den, family room, living room, lounge","2","Carrollton","TX","75006",", , ","SRID=4326;POINT(-96.8685224878218 32.9850941155021)"
"TX","DR503","The Colony FD","2016","8","419","1 or 2 family dwelling","No","19","24","Cooking area, kitchen","2","The Colony","TX","75056","NNN, , ","SRID=4326;POINT(-96.8613524656431 33.0974495843319)"
"TX","AW632","Bexar County ESD #7 F&R","2016","8","807","Outside material storage area","No","15","43","Storage: supplies or tools; dead storage","4","Helotes","TX","78023",", , ","SRID=4326;POINT(-98.7618495998784 29.6102690943443)"
"TX","DH807","Dallas FRD","2016","4","419","1 or 2 family dwelling","No","4","20","Function area, other","2","Dallas","TX","75217",", , ","SRID=4326;POINT(-96.6489584214932 32.7380001501879)"
"TX","TC701","Amarillo FD","2016","7","419","1 or 2 family dwelling","No","1","23","Dining room, cafeteria bar area, beverage service","2","Amarillo","TX","79121","NNN, , ","SRID=4326;POINT(-101.923327191196 35.1717744240515)"
"TX","WB901","Fort Worth FD","2016","4","581","Department or discount store","No","22","10","Assembly or sales area, other","2","Fort Worth","TX","76115",", , ","SRID=4326;POINT(-97.3208083594175 32.6752217408917)"
"TX","TC701","Amarillo FD","2016","11","419","1 or 2 family dwelling","No","9","21","Bedroom - < 5 persons; included are jail or prison","1","Amarillo","TX","79106","NNN, , ","SRID=4326;POINT(-101.873434189036 35.2070609576981)"
"TX","WP801","Austin FD","2016","6","419","1 or 2 family dwelling","Yes","3","24","Cooking area, kitchen","2","Austin","TX","78741",", , ","SRID=4326;POINT(-97.742294321525 30.2281689725211)"
"TX","WB641","Euless FD","2016","11","419","1 or 2 family dwelling","No","15","27","Office","2","Euless","TX","76039","NNN, , ","SRID=4326;POINT(-97.074609543295 32.87597345771)"
"TX","WB901","Fort Worth FD","2016","9","183","Movie theater","No","11","61","Machinery room or area; elevator machinery room","2","Fort Worth","TX","76116",", , ","SRID=4326;POINT(-97.4339826933459 32.738613590346)"
"TX","WP801","Austin FD","2016","3","599","Business office","No","16","27","Office","2","Austin","TX","78746",", , ","SRID=4326;POINT(-97.8011584370115 30.3487108017632)"
"UT","49010","Orem Fire Department","2016","11","569","Professional supplies, services","No","14","45","Shipping/receiving area; loading area, dock or bay","4","Orem","UT","84057",", , ","SRID=4326;POINT(-111.729206232281 40.2954288859355)"
"WI","13010","City of Madison Fire Departmen","2016","10","429","Multifamily dwellings","No","20","85","Separate operator/control area of transportation","1","Madison","WI","53703","NNN, , ","SRID=4326;POINT(-89.3927126146946 43.0727853262829)"
"VA","05900","Fairfax Co Fire Rescue","2016","7","419","1 or 2 family dwelling","No","10","47","Vehicle storage area; garage, carport","3","Lorton","OO","22079",", , ","SRID=4326;POINT(-77.2222701045808 38.6956339255663)"
"VA","76000","Richmond Fire Emerg Srvcs","2016","6","429","Multifamily dwellings","No","21","03","Interior stairway or ramp","3","Richmond","VA","23220",", , ","SRID=4326;POINT(-77.4527858665737 37.5423499634811)"
"VA","04100","Chesterfield Fire EMS","2016","4","808","Outbuilding or shed","No","16","81","Operator/passenger area of transportation equip.","4","Chesterfield","VA","23838",", , ","SRID=4326;POINT(-77.587861901105 37.2670625541946)"
"WA","27D06","Pierce6 Central Pierce","2016","5","808","Outbuilding or shed","No","21","43","Storage: supplies or tools; dead storage","4","Spanaway","WA","98387","NNN, , ","SRID=4326;POINT(-122.407882525258 47.0659393002596)"
"WI","66160","GERMANTOWN FIRE DEPT","2016","2","215","High school/junior high school/middle school","Yes","9","13","Assembly area - less than 100 persons","2","Germantown","WI","53022","NNN, , ","SRID=4326;POINT(-88.1074230501329 43.2332916153169)"
"WI","44020","APPLETON FIRE DEPT","2016","7","419","1 or 2 family dwelling","Yes","8","47","Vehicle storage area; garage, carport","2","Appleton","WI","54911",", , ","SRID=4326;POINT(-88.4135374672795 44.264727415439)"
"WI","51010","Racine Fire Dept","2016","5","419","1 or 2 family dwelling","Yes","6","21","Bedroom - < 5 persons; included are jail or prison","3","Racine","WI","53403",", , ","SRID=4326;POINT(-87.8154979788479 42.6997688339656)"
"WI","67040","Brookfield Fire Dept","2016","5","700","Manufacturing, processing","No","11","31","Laboratory","1","Brookfield","WI","53005","415, , ","SRID=4326;POINT(-88.0745440942338 43.0943034102752)"
"WY","25317","NATRONA CO","2016","8","419","1 or 2 family dwelling","No","12","82","Cargo/trunk area - all vehicles","5","Natrona","WY","00001","NNN, , ","SRID=4326;POINT(-106.809455638866 43.0297030356676)"
"AK","25150","Central MatSu FD","2019","1","419","1 or 2 family dwelling","No","13","14","Common room, den, family room, living room, lounge","2","meadow lakes","ak","99654","","SRID=4326;POINT(-149.374335 61.581305)"
"AK","21112","City of False Pass VFD","2019","4","700","Manufacturing, processing","Yes","14","35","Computer room, control room or center","3","false pass","ak","99583","","SRID=4326;POINT(-149.689803 61.098534)"
"AR","63002","BRYANT","2019","5","419","1 or 2 family dwelling","No","15","14","Common room, den, family room, living room, lounge","2","bryant","ar","72022","","SRID=4326;POINT(-92.493519 34.612417)"
"AZ","08041","Buckeye Fire Department","2019","5","419","1 or 2 family dwelling","No","10","20","Function area, other","2","buckeye","az","85326","","SRID=4326;POINT(-112.45863 33.511836)"
"CA","01090","PIEDMONT FD","2019","9","419","1 or 2 family dwelling","No","15","47","Vehicle storage area; garage, carport","2","piedmont","ca","94610","NNN","SRID=4326;POINT(-122.238527 37.817924)"
"AZ","08293","Tempe Fire Administration","2019","7","891","Warehouse","No","4","45","Shipping/receiving area; loading area, dock or bay","2","tempe","az","85282","324","SRID=4326;POINT(-111.953992 33.402197)"
"AZ","08140","Lake Havasu City Fire Departme","2019","6","419","1 or 2 family dwelling","No","5","23","Dining room, cafeteria bar area, beverage service","2","lake havasu city","az","86403","NNN","SRID=4326;POINT(-114.330254 34.484326)"
"AZ","11123","NORTHWEST FIRE DISTRICT","2019","3","419","1 or 2 family dwelling","No","6","47","Vehicle storage area; garage, carport","2","pima county","az","85742","NNN","SRID=4326;POINT(-111.069519 32.369214)"
"CA","13020","EL CENTRO FD","2019","10","615","Electric generating plant","No","14","63","Switchgear area, transformer vault","2","el centro","ca","92243","","SRID=4326;POINT(-115.570965 32.79938)"
"CA","19105","LOS ANGELES CITY FD","2019","7","419","1 or 2 family dwelling","No","13","14","Common room, den, family room, living room, lounge","4","torrance","ca","90501","100, 125","SRID=4326;POINT(-118.30771 33.83436)"
"CA","16010","HANFORD FD","2019","9","419","1 or 2 family dwelling","No","10","90","Outside area, other","3","hanford","ca","93230","","SRID=4326;POINT(-119.646222 36.316784)"
"CA","30020","COSTA MESA FD","2019","5","449","Hotel/motel, commercial","No","9","09","Egress/exit, other","3","costa mesa","ca","92627","NNN","SRID=4326;POINT(-117.918159 33.686542)"
"CA","19105","LOS ANGELES CITY FD","2019","12","419","1 or 2 family dwelling","No","16","14","Common room, den, family room, living room, lounge","4","los angeles","ca","90064","313, 600","SRID=4326;POINT(-118.42783 34.03302)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2019","5","171","Airport passenger terminal","No","19","70","Structural area, other",NULL,"john wayne airport","ca","00000","NNN","SRID=4326;POINT(-117.862124 33.678538)"
"CA","19155","REDONDO BEACH FD","2019","4","429","Multifamily dwellings","No","13","80","Vehicle area, other","1","redondo beach","ca","90277","","SRID=4326;POINT(-118.389807 33.834246)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2019","11","419","1 or 2 family dwelling","No","19","23","Dining room, cafeteria bar area, beverage service","2","tustin","ca","92782","","SRID=4326;POINT(-117.781284 33.750464)"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2019","5","000","Property Use, other","No","1","63","Switchgear area, transformer vault",NULL,"laguna hills","ca","00000","NNN","SRID=4326;POINT(-117.685925 33.559288)"
"CA","30055","NEWPORT BEACH FD","2019","5","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","2","newport beach","ca","92661","NNN","SRID=4326;POINT(-117.885866 33.596317)"
"CA","31080","ROCKLIN FD","2019","5","429","Multifamily dwellings","No","10","14","Common room, den, family room, living room, lounge","2","rocklin","ca","95765","NNN","SRID=4326;POINT(-121.276755 38.808893)"
"CA","30555","CDFORANGE","2019","6","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","2","ladera","ca","00000","NNN","SRID=4326;POINT(-119.543418 37.155177)"
"CA","37140","SAN DIEGO FIRE RESCUE","2019","7","419","1 or 2 family dwelling","No","4","47","Vehicle storage area; garage, carport","2","san diego","ca","92130","NNN","SRID=4326;POINT(-117.226525 32.939386)"
"CA","41080","SAN BRUNO FD","2019","9","419","1 or 2 family dwelling","No","2","47","Vehicle storage area; garage, carport","2","san bruno","ca","94066","","SRID=4326;POINT(-122.417718 37.621326)"
"CA","37005","ALPINE FPD","2019","11","419","1 or 2 family dwelling","No","18","47","Vehicle storage area; garage, carport","3","alpine","ca","91901","NNN","SRID=4326;POINT(-116.754059 32.806931)"
"CA","40060","SAN LUIS OBISPO FD","2019","2","579","Motor vehicle or boat sales, services, repair","No","1","27","Office","2","san luis obispo","ca","93401","NNN","SRID=4326;POINT(-120.645317 35.255614)"
"CA","36220","VICTORVILLE FD","2019","6","300","Health care, detention, & correction, other","No","13","26","Laundry area, wash house (laundry)","1","victorville","ca","92394","434, 425","SRID=4326;POINT(-117.379972 34.572199)"
"CA","41095","SOUTH SAN FRANCISCO FD","2019","6","569","Professional supplies, services","No","18","45","Shipping/receiving area; loading area, dock or bay","2","south san francisco","ca","94080","NNN","SRID=4326;POINT(-122.417662 37.648167)"
"CA","41100","SAN MATEO CFD","2019","12","400","Residential, other","No","13","21","Bedroom - < 5 persons; included are jail or prison","3","belmont","ca","94002","NNN","SRID=4326;POINT(-122.315241 37.514833)"
"FL","01032","MIAMIDADE FIRE RESCUE","2019","4","891","Warehouse","No","22","45","Shipping/receiving area; loading area, dock or bay","2","miamidade","fl","33122","","SRID=4326;POINT(-80.310044 25.795694)"
"CO","07720","DE BEQUE VFD","2019","8","400","Residential, other","No","13","90","Outside area, other","5","debeque","co","81630","325, 342, 341","SRID=4326;POINT(-108.830731 39.256107)"
"CA","45055","REDDING FD","2019","7","419","1 or 2 family dwelling","No","22","47","Vehicle storage area; garage, carport","2","redding","ca","96003","","SRID=4326;POINT(-122.33162 40.584473)"
"FL","01032","MIAMIDADE FIRE RESCUE","2019","2","419","1 or 2 family dwelling","No","11","21","Bedroom - < 5 persons; included are jail or prison","2","miamidade","fl","33034","","SRID=4326;POINT(-80.488511 25.441022)"
"FL","07252","ORANGE COUNTY FIRE RESCUE","2019","3","419","1 or 2 family dwelling","No","11","01","Corridor, mall","4","orlando","fl","32822","","SRID=4326;POINT(-81.295451 28.490039)"
"FL","07252","ORANGE COUNTY FIRE RESCUE","2019","8","700","Manufacturing, processing","Yes","13","01","Corridor, mall","1","orlando","fl","32819","NNN","SRID=4326;POINT(-81.455798 28.446883)"
"FL","11012","GAINESVILLE FIRE RESCUE","2019","2","419","1 or 2 family dwelling","Yes","4","24","Cooking area, kitchen","2","gainesville","fl","32601","","SRID=4326;POINT(-82.3160236868104 29.6337870133748)"
"FL","07252","ORANGE COUNTY FIRE RESCUE","2019","10","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","2","winter garden","fl","34787","","SRID=4326;POINT(-81.624665 28.45749)"
"FL","10232","MIRAMAR FIRE RESCUE","2019","9","419","1 or 2 family dwelling","No","19","47","Vehicle storage area; garage, carport","2","miramar","fl","33027","","SRID=4326;POINT(-80.334083 25.977374)"
"FL","18021","BAYSHORES FIRE RESCUE DISTRICT","2019","11","429","Multifamily dwellings","Yes","4","21","Bedroom - < 5 persons; included are jail or prison","2","north fort myers","fl","33917","NNN","SRID=4326;POINT(-81.774619 26.706946)"
"FL","17022","SEMINOLE COUNTY FIRE RESCUE","2019","3","449","Hotel/motel, commercial","Yes","18","14","Common room, den, family room, living room, lounge","2","city of altamonte sp","fl","32714","NNN","SRID=4326;POINT(-81.390354 28.668692)"
"FL","12081","MT DORA FD                  ","2019","12","519","Food and beverage sales, grocery store","No","2","43","Storage: supplies or tools; dead storage","2","mount dora","fl","32757","","SRID=4326;POINT(-81.642318 28.822822)"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2019","2","429","Multifamily dwellings","No","21","21","Bedroom - < 5 persons; included are jail or prison","1","panama city beach","fl","32408","","SRID=4326;POINT(-85.76326 30.189141)"
"FL","18142","Iona Mcgregor Station Fire Dis","2019","4","419","1 or 2 family dwelling","No","17","47","Vehicle storage area; garage, carport","2","fort myers","fl","33919","","SRID=4326;POINT(-81.898005 26.566152)"
"GA","02201","Carroll County Fire Rescue","2019","11","419","1 or 2 family dwelling","No","5","47","Vehicle storage area; garage, carport","2","carrollton","ga","30116","NNN","SRID=4326;POINT(-84.992597 33.619096)"
